dteday,season,hr,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered
2011-04-29,Spring,2,1,1,13,13,63,7,2,8
2011-04-29,Spring,3,1,1,13,13,59,6,1,4
2011-04-29,Spring,4,1,1,13,13,51,8,0,6
2011-04-29,Spring,5,1,1,13,13,47,8,0,25
2011-04-29,Spring,6,1,1,15,15,45,19,4,67
2011-04-29,Spring,7,1,1,16,17,42,12,18,222
2011-04-29,Spring,8,1,1,17,18,39,19,35,386
2011-04-29,Spring,9,1,1,17,18,39,22,45,185
2011-04-29,Spring,10,1,1,18,18,40,19,57,99
2011-04-29,Spring,11,1,1,20,24,38,15,49,108
2011-04-29,Spring,12,1,1,18,18,37,19,63,160
2011-04-29,Spring,13,1,1,18,18,37,19,74,234
2011-04-29,Spring,14,1,1,20,24,35,22,58,190
2011-04-29,Spring,15,1,2,18,18,40,19,77,175
2011-04-29,Spring,16,1,2,17,18,42,23,59,240
2011-04-29,Spring,17,1,2,16,17,45,26,75,433
2011-04-29,Spring,18,1,1,16,17,48,23,55,384
2011-04-29,Spring,19,1,1,13,13,55,22,40,230
2011-04-29,Spring,20,1,1,14,15,48,15,34,160
2011-04-29,Spring,21,1,1,13,13,51,12,50,145
2011-04-29,Spring,22,1,1,11,11,57,11,36,110
2011-04-29,Spring,23,1,2,12,13,54,6,25,88
2011-04-30,Spring,0,0,2,12,13,54,16,33,73
2011-04-30,Spring,1,0,2,12,13,54,11,15,59
2011-04-30,Spring,2,0,2,12,13,54,15,12,53
2011-04-30,Spring,3,0,2,11,11,54,12,4,13
2011-04-30,Spring,4,0,2,11,11,54,15,2,5
2011-04-30,Spring,5,0,1,11,11,54,26,3,4
2011-04-30,Spring,6,0,1,10,11,57,19,10,11
2011-04-30,Spring,7,0,1,10,11,54,26,21,27
2011-04-30,Spring,8,0,1,10,11,54,19,21,70
2011-04-30,Spring,9,0,1,12,13,51,23,35,121
2011-04-30,Spring,10,0,1,14,15,44,26,94,185
2011-04-30,Spring,11,0,1,15,15,42,23,120,201
2011-04-30,Spring,12,0,1,16,17,42,26,178,238
2011-04-30,Spring,13,0,1,17,18,39,19,185,270
2011-04-30,Spring,14,0,1,17,18,39,15,184,268
2011-04-30,Spring,15,0,1,18,18,37,8,217,282
2011-04-30,Spring,16,0,1,19,20,37,12,191,273
2011-04-30,Spring,17,0,1,18,18,43,8,162,245
2011-04-30,Spring,18,0,1,17,18,43,8,134,237
2011-04-30,Spring,19,0,1,17,18,43,8,150,237
2011-04-30,Spring,20,0,1,12,13,62,8,65,159
2011-04-30,Spring,21,0,1,12,13,62,8,58,119
2011-04-30,Spring,22,0,1,12,13,67,7,37,106
2011-04-30,Spring,23,0,1,12,13,67,7,34,91
2011-05-01,Spring,0,0,1,11,11,67,6,19,77
2011-05-01,Spring,1,0,1,11,11,69,7,9,50
2011-05-01,Spring,2,0,1,11,11,77,7,7,43
2011-05-01,Spring,3,0,1,10,11,82,7,8,15
2011-05-01,Spring,4,0,1,10,11,76,7,6,11
2011-05-01,Spring,5,0,1,10,11,82,6,0,10
2011-05-01,Spring,6,0,2,10,11,82,6,4,9
2011-05-01,Spring,7,0,2,11,11,77,6,7,26
2011-05-01,Spring,8,0,2,12,13,77,8,16,43
2011-05-01,Spring,9,0,2,13,13,72,8,45,96
2011-05-01,Spring,10,0,2,14,15,63,12,109,155
2011-05-01,Spring,11,0,1,13,13,82,7,109,141
2011-05-01,Spring,12,0,2,14,15,77,7,109,172
2011-05-01,Spring,13,0,2,15,15,63,11,123,209
2011-05-01,Spring,14,0,2,15,15,68,7,85,153
2011-05-01,Spring,15,0,2,15,15,72,0,113,153
2011-05-01,Spring,16,0,2,15,15,72,12,75,139
2011-05-01,Spring,17,0,2,14,15,82,16,60,136
2011-05-01,Spring,18,0,2,13,13,82,6,33,126
2011-05-01,Spring,19,0,2,13,13,84,7,47,131
2011-05-01,Spring,20,0,2,13,13,82,0,35,86
2011-05-01,Spring,21,0,2,13,13,82,0,23,82
2011-05-01,Spring,22,0,2,13,13,82,0,32,68
2011-05-01,Spring,23,0,1,13,13,77,12,64,82
2011-05-02,Spring,0,1,1,13,13,72,8,68,109
2011-05-02,Spring,1,1,1,13,13,72,8,41,73
2011-05-02,Spring,2,1,2,12,13,77,15,16,19
2011-05-02,Spring,3,1,1,12,13,77,8,9,7
2011-05-02,Spring,4,1,1,12,13,77,11,9,8
2011-05-02,Spring,5,1,2,12,13,77,8,4,16
2011-05-02,Spring,6,1,1,12,13,88,7,3,59
2011-05-02,Spring,7,1,2,13,13,82,22,16,193
2011-05-02,Spring,8,1,2,14,15,77,15,21,350
2011-05-02,Spring,9,1,2,15,15,77,19,41,131
2011-05-02,Spring,10,1,2,17,18,77,15,31,77
2011-05-02,Spring,11,1,1,19,20,73,19,34,96
2011-05-02,Spring,12,1,1,21,24,69,15,40,147
2011-05-02,Spring,13,1,2,21,24,69,12,51,119
2011-05-02,Spring,14,1,1,22,24,69,15,48,133
2011-05-02,Spring,15,1,1,23,24,61,12,45,110
2011-05-02,Spring,16,1,1,23,24,61,15,49,220
2011-05-02,Spring,17,1,1,23,24,65,12,65,472
2011-05-02,Spring,18,1,2,22,24,65,12,68,450
2011-05-02,Spring,19,1,2,21,24,69,8,46,268
2011-05-02,Spring,20,1,2,21,24,69,8,44,174
2011-05-02,Spring,21,1,2,20,22,73,7,54,178
2011-05-02,Spring,22,1,2,20,22,73,0,28,97
2011-05-02,Spring,23,1,2,18,18,83,12,16,48
2011-05-03,Spring,0,1,2,18,18,83,15,0,16
2011-05-03,Spring,1,1,2,18,18,78,16,0,14
2011-05-03,Spring,2,1,2,18,18,78,16,0,5
2011-05-03,Spring,3,1,1,17,18,83,19,0,2
2011-05-03,Spring,4,1,1,16,17,88,15,3,1
2011-05-03,Spring,5,1,1,16,17,88,8,0,14
2011-05-03,Spring,6,1,2,16,17,94,11,7,102
2011-05-03,Spring,7,1,2,17,18,88,15,17,248
2011-05-03,Spring,8,1,2,18,18,83,19,24,435
2011-05-03,Spring,9,1,2,20,22,78,23,29,157
2011-05-03,Spring,10,1,2,22,24,69,23,36,91
2011-05-03,Spring,11,1,2,23,24,65,22,20,120
2011-05-03,Spring,12,1,2,23,26,61,32,48,169
2011-05-03,Spring,13,1,2,24,26,57,40,50,144
2011-05-03,Spring,14,1,2,24,26,57,35,36,122
2011-05-03,Spring,15,1,2,24,26,57,30,37,117
2011-05-03,Spring,16,1,1,25,28,54,31,46,225
2011-05-03,Spring,17,1,1,24,26,54,31,53,464
2011-05-03,Spring,18,1,1,24,26,48,27,59,485
2011-05-03,Spring,19,1,1,23,26,56,23,42,323
2011-05-03,Spring,20,1,1,23,24,61,12,28,262
2011-05-03,Spring,21,1,2,22,24,61,30,42,183
2011-05-03,Spring,22,1,2,19,20,60,26,14,99
2011-05-03,Spring,23,1,2,18,18,68,22,12,50
2011-05-04,Spring,0,1,3,16,17,77,11,5,22
2011-05-04,Spring,1,1,3,15,15,82,19,1,6
2011-05-04,Spring,2,1,3,15,15,82,19,0,4
2011-05-04,Spring,3,1,3,11,11,88,35,0,1
2011-05-04,Spring,4,1,3,9,9,94,22,1,2
2011-05-04,Spring,5,1,3,8,5,87,22,1,8
2011-05-04,Spring,6,1,3,7,3,93,26,0,21
2011-05-04,Spring,7,1,3,7,3,93,23,6,46
2011-05-04,Spring,8,1,3,7,3,93,26,5,74
2011-05-04,Spring,9,1,3,7,3,93,23,5,35
2011-05-04,Spring,10,1,2,7,5,93,19,5,26
2011-05-04,Spring,11,1,1,10,11,82,22,3,69
2011-05-04,Spring,12,1,2,12,13,62,23,19,105
2011-05-04,Spring,13,1,2,13,13,59,30,15,128
2011-05-04,Spring,14,1,1,15,15,51,26,13,94
2011-05-04,Spring,15,1,1,14,15,51,27,22,107
2011-05-04,Spring,16,1,1,15,15,45,31,22,173
2011-05-04,Spring,17,1,1,10,11,71,16,22,388
2011-05-04,Spring,18,1,1,11,11,67,16,29,367
2011-05-04,Spring,19,1,1,11,11,57,23,30,266
2011-05-04,Spring,20,1,1,10,11,62,22,17,174
2011-05-04,Spring,21,1,1,10,11,62,11,17,133
2011-05-04,Spring,22,1,1,9,9,62,15,9,80
2011-05-04,Spring,23,1,1,8,7,62,15,8,49
2011-05-05,Spring,0,1,1,8,7,66,12,4,23
2011-05-05,Spring,1,1,1,7,5,71,12,4,6
2011-05-05,Spring,2,1,1,7,5,66,15,1,4
2011-05-05,Spring,3,1,1,7,5,66,16,0,4
2011-05-05,Spring,4,1,1,7,5,66,16,4,3
2011-05-05,Spring,5,1,1,7,5,66,16,1,29
2011-05-05,Spring,6,1,1,7,5,66,16,3,86
2011-05-05,Spring,7,1,1,9,9,57,16,16,255
2011-05-05,Spring,8,1,1,11,11,50,16,25,415
2011-05-05,Spring,9,1,1,13,13,44,19,20,164
2011-05-05,Spring,10,1,1,15,15,39,19,30,98
2011-05-05,Spring,11,1,1,16,17,36,30,43,105
2011-05-05,Spring,12,1,1,16,17,34,23,27,169
2011-05-05,Spring,13,1,1,17,18,30,39,50,142
2011-05-05,Spring,14,1,1,17,18,28,30,19,135
2011-05-05,Spring,15,1,1,18,18,26,32,27,120
2011-05-05,Spring,16,1,1,19,20,24,27,36,233
2011-05-05,Spring,17,1,1,18,18,26,26,66,467
2011-05-05,Spring,18,1,1,18,18,26,19,64,456
2011-05-05,Spring,19,1,1,17,18,28,15,56,305
2011-05-05,Spring,20,1,1,15,15,34,11,33,225
2011-05-05,Spring,21,1,1,15,15,36,12,39,141
2011-05-05,Spring,22,1,1,14,15,39,12,30,135
2011-05-05,Spring,23,1,1,13,13,41,12,16,99
2011-05-06,Spring,0,1,1,12,13,44,11,13,43
2011-05-06,Spring,1,1,1,10,11,62,11,8,24
2011-05-06,Spring,2,1,1,9,9,62,7,1,15
2011-05-06,Spring,3,1,1,8,7,71,7,3,6
2011-05-06,Spring,4,1,1,8,7,71,7,0,1
2011-05-06,Spring,5,1,1,7,7,81,7,0,16
2011-05-06,Spring,6,1,1,8,7,81,6,8,74
2011-05-06,Spring,7,1,1,10,11,82,0,20,202
2011-05-06,Spring,8,1,1,11,11,77,16,35,415
2011-05-06,Spring,9,1,1,13,13,67,19,27,161
2011-05-06,Spring,10,1,2,17,18,49,22,30,97
2011-05-06,Spring,11,1,2,17,18,49,22,42,123
2011-05-06,Spring,12,1,1,18,18,49,23,48,198
2011-05-06,Spring,13,1,1,19,20,40,22,71,182
2011-05-06,Spring,14,1,1,20,24,40,30,86,127
2011-05-06,Spring,15,1,1,20,24,38,26,89,171
2011-05-06,Spring,16,1,1,20,24,40,16,82,262
2011-05-06,Spring,17,1,1,19,20,40,23,83,470
2011-05-06,Spring,18,1,3,17,18,52,23,85,385
2011-05-06,Spring,19,1,3,17,18,52,23,39,253
2011-05-06,Spring,20,1,1,16,17,48,7,29,161
2011-05-06,Spring,21,1,1,14,15,67,8,22,130
2011-05-06,Spring,22,1,1,13,13,72,15,46,105
2011-05-06,Spring,23,1,1,12,13,82,8,27,93
2011-05-07,Spring,0,0,1,11,11,82,8,10,76
2011-05-07,Spring,1,0,1,11,11,82,7,8,50
2011-05-07,Spring,2,0,1,11,11,82,6,5,47
2011-05-07,Spring,3,0,1,11,11,77,6,9,9
2011-05-07,Spring,4,0,1,10,11,82,7,1,4
2011-05-07,Spring,5,0,1,13,13,59,8,4,3
2011-05-07,Spring,6,0,1,11,11,77,6,1,12
2011-05-07,Spring,7,0,1,14,15,59,0,8,32
2011-05-07,Spring,8,0,1,16,17,52,12,19,96
2011-05-07,Spring,9,0,1,17,18,49,19,54,164
2011-05-07,Spring,10,0,1,18,18,49,19,90,208
2011-05-07,Spring,11,0,1,18,18,43,0,132,215
2011-05-07,Spring,12,0,1,20,24,40,12,129,244
2011-05-07,Spring,13,0,1,20,24,35,19,196,240
2011-05-07,Spring,14,0,3,20,24,35,11,143,235
2011-05-07,Spring,15,0,1,20,24,38,16,148,230
2011-05-07,Spring,16,0,1,20,24,38,12,119,223
2011-05-07,Spring,17,0,1,19,20,40,15,138,216
2011-05-07,Spring,18,0,1,19,20,37,11,114,175
2011-05-07,Spring,19,0,1,18,18,43,12,88,179
2011-05-07,Spring,20,0,1,18,18,43,8,82,137
2011-05-07,Spring,21,0,1,17,18,49,15,58,124
2011-05-07,Spring,22,0,1,17,18,49,12,26,94
2011-05-07,Spring,23,0,1,15,15,59,7,30,89
2011-05-08,Spring,0,0,2,15,15,59,7,22,78
2011-05-08,Spring,1,0,2,16,17,55,0,8,56
2011-05-08,Spring,2,0,1,14,15,63,0,17,42
2011-05-08,Spring,3,0,1,13,13,72,6,10,21
2011-05-08,Spring,4,0,1,11,11,82,0,2,8
2011-05-08,Spring,5,0,2,12,13,77,0,0,5
2011-05-08,Spring,6,0,2,12,13,82,0,2,4
2011-05-08,Spring,7,0,2,13,13,82,0,8,15
2011-05-08,Spring,8,0,1,16,17,63,8,28,58
2011-05-08,Spring,9,0,1,18,18,52,15,48,112
2011-05-08,Spring,10,0,1,19,20,49,8,91,153
2011-05-08,Spring,11,0,1,19,20,49,6,142,198
2011-05-08,Spring,12,0,1,20,24,46,6,139,243
2011-05-08,Spring,13,0,1,20,24,49,8,166,224
2011-05-08,Spring,14,0,1,20,24,49,0,126,240
2011-05-08,Spring,15,0,1,20,24,49,0,128,230
2011-05-08,Spring,16,0,1,20,24,46,7,122,263
2011-05-08,Spring,17,0,3,19,20,49,19,106,245
2011-05-08,Spring,18,0,1,19,20,49,0,63,205
2011-05-08,Spring,19,0,1,18,18,64,0,61,178
2011-05-08,Spring,20,0,1,16,17,77,8,42,132
2011-05-08,Spring,21,0,1,16,17,77,6,32,95
2011-05-08,Spring,22,0,1,15,15,88,6,29,86
2011-05-08,Spring,23,0,1,13,13,88,6,9,41
2011-05-09,Spring,0,1,1,13,13,82,6,31,22
2011-05-09,Spring,1,1,1,12,13,88,0,25,8
2011-05-09,Spring,2,1,1,12,13,94,0,6,2
2011-05-09,Spring,3,1,1,13,13,82,6,0,7
2011-05-09,Spring,4,1,1,11,11,82,11,0,4
2011-05-09,Spring,5,1,1,11,11,77,11,0,23
2011-05-09,Spring,6,1,1,12,13,72,16,2,87
2011-05-09,Spring,7,1,1,14,15,63,16,16,221
2011-05-09,Spring,8,1,1,16,17,55,15,23,351
2011-05-09,Spring,9,1,1,17,18,56,11,36,142
2011-05-09,Spring,10,1,1,18,18,52,12,24,95
2011-05-09,Spring,11,1,1,20,24,46,15,26,99
2011-05-09,Spring,12,1,1,20,24,43,12,35,160
2011-05-09,Spring,13,1,1,21,24,38,19,36,138
2011-05-09,Spring,14,1,1,21,24,41,15,44,118
2011-05-09,Spring,15,1,1,21,24,41,15,51,148
2011-05-09,Spring,16,1,1,22,24,38,15,49,255
2011-05-09,Spring,17,1,1,21,24,38,16,59,539
2011-05-09,Spring,18,1,1,21,24,38,19,66,458
2011-05-09,Spring,19,1,1,19,20,43,12,45,339
2011-05-09,Spring,20,1,1,17,18,49,12,25,214
2011-05-09,Spring,21,1,1,16,17,59,8,28,128
2011-05-09,Spring,22,1,1,16,17,68,6,21,95
2011-05-09,Spring,23,1,1,15,15,68,6,16,45
2011-05-10,Spring,0,1,1,14,15,63,0,6,12
2011-05-10,Spring,1,1,1,13,13,59,6,3,12
2011-05-10,Spring,2,1,1,12,13,57,8,1,4
2011-05-10,Spring,3,1,1,12,13,54,12,1,3
2011-05-10,Spring,4,1,1,11,11,62,16,0,2
2011-05-10,Spring,5,1,1,10,11,66,15,1,28
2011-05-10,Spring,6,1,1,11,11,67,8,9,103
2011-05-10,Spring,7,1,2,12,13,62,8,13,301
2011-05-10,Spring,8,1,2,15,15,51,7,28,397
2011-05-10,Spring,9,1,2,16,17,48,7,29,176
2011-05-10,Spring,10,1,2,18,18,37,6,27,100
2011-05-10,Spring,11,1,2,18,18,43,8,17,108
2011-05-10,Spring,12,1,2,20,24,38,0,47,170
2011-05-10,Spring,13,1,2,21,24,38,16,50,152
2011-05-10,Spring,14,1,2,21,24,33,0,42,134
2011-05-10,Spring,15,1,2,22,24,33,6,28,152
2011-05-10,Spring,16,1,1,23,24,31,7,56,271
2011-05-10,Spring,17,1,1,22,24,33,0,79,532
2011-05-10,Spring,18,1,1,22,24,28,8,70,480
2011-05-10,Spring,19,1,1,20,24,43,15,69,365
2011-05-10,Spring,20,1,1,17,18,60,8,50,241
2011-05-10,Spring,21,1,1,17,18,52,0,30,173
2011-05-10,Spring,22,1,1,16,17,55,7,29,121
2011-05-10,Spring,23,1,2,16,17,59,8,9,72
2011-05-11,Spring,0,1,2,16,17,55,8,8,30
2011-05-11,Spring,1,1,2,15,15,59,7,4,16
2011-05-11,Spring,2,1,1,16,17,59,0,6,4
2011-05-11,Spring,3,1,1,15,15,63,15,0,3
2011-05-11,Spring,4,1,2,14,15,88,8,0,2
2011-05-11,Spring,5,1,1,13,13,88,8,0,20
2011-05-11,Spring,6,1,1,13,13,82,8,6,93
2011-05-11,Spring,7,1,1,14,15,72,12,25,293
2011-05-11,Spring,8,1,1,14,15,77,16,21,421
2011-05-11,Spring,9,1,1,16,17,72,8,21,182
2011-05-11,Spring,10,1,1,17,18,68,6,30,124
2011-05-11,Spring,11,1,1,18,18,64,6,18,123
2011-05-11,Spring,12,1,1,20,24,56,0,41,185
2011-05-11,Spring,13,1,1,21,24,50,0,36,157
2011-05-11,Spring,14,1,1,21,24,53,6,36,141
2011-05-11,Spring,15,1,1,22,24,41,0,48,131
2011-05-11,Spring,16,1,1,23,24,39,0,49,240
2011-05-11,Spring,17,1,1,22,24,47,7,17,242
2011-05-11,Spring,18,1,1,21,24,50,19,40,234
2011-05-11,Spring,19,1,1,18,18,52,8,60,341
2011-05-11,Spring,20,1,1,17,18,64,8,28,245
2011-05-11,Spring,21,1,1,17,18,60,0,32,202
2011-05-11,Spring,22,1,1,15,15,72,16,12,134
2011-05-11,Spring,23,1,1,13,13,88,16,12,69
2011-05-12,Spring,0,1,2,13,13,88,15,5,39
2011-05-12,Spring,1,1,1,13,13,88,15,1,16
2011-05-12,Spring,2,1,1,12,13,94,12,1,14
2011-05-12,Spring,3,1,1,12,13,88,8,0,5
2011-05-12,Spring,4,1,1,11,11,94,0,1,5
2011-05-12,Spring,5,1,1,11,11,94,8,2,27
2011-05-12,Spring,6,1,1,12,13,88,0,9,103
2011-05-12,Spring,7,1,1,13,13,88,8,14,283
2011-05-12,Spring,8,1,1,14,15,82,12,27,394
2011-05-12,Spring,9,1,2,15,15,77,19,21,191
2011-05-12,Spring,10,1,2,17,18,68,15,28,119
2011-05-12,Spring,11,1,1,19,20,60,15,43,136
2011-05-12,Spring,12,1,1,19,20,60,15,43,164
2011-05-12,Spring,13,1,2,21,24,56,19,48,170
2011-05-12,Spring,14,1,2,21,24,61,15,43,148
2011-05-12,Spring,15,1,2,22,24,53,16,54,163
2011-05-12,Spring,16,1,2,22,24,56,16,50,238
2011-05-12,Spring,17,1,2,22,24,56,12,54,540
2011-05-12,Spring,18,1,1,21,24,69,15,64,463
2011-05-12,Spring,19,1,2,20,24,64,12,59,305
2011-05-12,Spring,20,1,1,20,24,64,12,56,220
2011-05-12,Spring,21,1,1,18,18,83,8,31,192
2011-05-12,Spring,22,1,1,17,18,83,12,25,147
2011-05-12,Spring,23,1,2,17,18,77,12,16,87
2011-05-13,Spring,0,1,2,16,17,83,11,6,46
2011-05-13,Spring,1,1,1,16,17,83,11,5,15
2011-05-13,Spring,2,1,2,15,15,88,8,3,8
2011-05-13,Spring,3,1,2,15,15,88,8,2,2
2011-05-13,Spring,4,1,3,15,15,88,11,2,3
2011-05-13,Spring,5,1,2,15,15,88,12,1,24
2011-05-13,Spring,6,1,3,15,15,88,8,6,76
2011-05-13,Spring,7,1,3,15,15,88,11,16,141
2011-05-13,Spring,8,1,2,15,15,88,12,26,361
2011-05-13,Spring,9,1,2,15,15,88,12,18,215
2011-05-13,Spring,10,1,2,16,17,83,8,31,99
2011-05-13,Spring,11,1,2,16,17,83,11,56,90
2011-05-13,Spring,12,1,2,16,17,88,12,53,170
2011-05-13,Spring,13,1,2,16,17,88,26,69,157
2011-05-13,Spring,14,1,2,16,17,87,19,70,120
2011-05-13,Spring,15,1,2,16,17,88,11,56,142
2011-05-13,Spring,16,1,2,16,17,88,8,44,256
2011-05-13,Spring,17,1,3,16,17,88,11,62,429
2011-05-13,Spring,18,1,3,16,17,88,11,39,359
2011-05-13,Spring,19,1,2,16,17,83,12,25,245
2011-05-13,Spring,20,1,2,16,17,83,8,22,130
2011-05-13,Spring,21,1,2,16,17,84,11,24,130
2011-05-13,Spring,22,1,2,16,17,83,15,25,107
2011-05-13,Spring,23,1,3,15,15,88,11,31,88
2011-05-14,Spring,0,0,2,15,15,88,8,24,78
2011-05-14,Spring,1,0,2,15,15,88,8,18,64
2011-05-14,Spring,2,0,2,15,15,88,8,15,37
2011-05-14,Spring,3,0,2,15,15,88,8,5,30
2011-05-14,Spring,4,0,2,15,15,82,11,1,4
2011-05-14,Spring,5,0,2,15,15,82,7,7,7
2011-05-14,Spring,6,0,2,15,15,88,7,2,9
2011-05-14,Spring,7,0,3,14,15,100,0,4,28
2011-05-14,Spring,8,0,3,15,15,94,0,16,72
2011-05-14,Spring,9,0,2,16,17,94,6,14,86
2011-05-14,Spring,10,0,2,16,17,94,11,34,133
2011-05-14,Spring,11,0,2,16,17,94,8,72,207
2011-05-14,Spring,12,0,3,16,17,100,6,75,204
2011-05-14,Spring,13,0,3,16,17,100,6,68,180
2011-05-14,Spring,14,0,2,17,18,94,8,57,159
2011-05-14,Spring,15,0,2,17,18,94,11,73,221
2011-05-14,Spring,16,0,2,17,18,94,12,107,188
2011-05-14,Spring,17,0,2,18,18,88,12,78,194
2011-05-14,Spring,18,0,2,18,18,88,15,88,216
2011-05-14,Spring,19,0,3,17,18,94,8,69,179
2011-05-14,Spring,20,0,3,17,18,94,8,42,115
2011-05-14,Spring,21,0,3,17,18,94,15,15,44
2011-05-14,Spring,22,0,3,17,18,94,11,7,19
2011-05-14,Spring,23,0,3,16,17,100,12,11,33
2011-05-15,Spring,0,0,2,16,17,100,0,5,34
2011-05-15,Spring,1,0,2,16,17,100,7,4,43
2011-05-15,Spring,2,0,2,16,17,100,8,13,37
2011-05-15,Spring,3,0,2,16,17,100,0,11,21
2011-05-15,Spring,4,0,2,16,17,100,0,5,8
2011-05-15,Spring,5,0,3,16,17,100,7,3,11
2011-05-15,Spring,6,0,2,16,17,100,8,3,14
2011-05-15,Spring,7,0,2,16,17,100,8,4,38
2011-05-15,Spring,8,0,2,17,18,94,8,24,46
2011-05-15,Spring,9,0,1,19,20,83,16,36,98
2011-05-15,Spring,10,0,1,19,20,83,15,73,153
2011-05-15,Spring,11,0,1,20,22,78,15,120,202
2011-05-15,Spring,12,0,1,21,22,73,19,120,247
2011-05-15,Spring,13,0,1,21,22,73,19,195,261
2011-05-15,Spring,14,0,1,22,24,73,12,183,254
2011-05-15,Spring,15,0,1,23,24,69,16,206,253
2011-05-15,Spring,16,0,1,22,24,69,16,158,282
2011-05-15,Spring,17,0,3,18,18,78,23,137,255
2011-05-15,Spring,18,0,1,18,18,78,16,60,177
2011-05-15,Spring,19,0,1,18,18,83,7,78,153
2011-05-15,Spring,20,0,1,17,18,88,0,53,138
2011-05-15,Spring,21,0,1,17,18,88,0,44,107
2011-05-15,Spring,22,0,1,18,18,83,0,29,88
2011-05-15,Spring,23,0,1,17,18,88,15,18,51
2011-05-16,Spring,0,1,1,16,17,94,7,17,21
2011-05-16,Spring,1,1,1,16,17,94,8,6,8
2011-05-16,Spring,2,1,1,15,15,100,6,4,9
2011-05-16,Spring,3,1,1,15,15,94,11,1,3
2011-05-16,Spring,4,1,1,15,15,100,8,1,5
2011-05-16,Spring,5,1,1,15,15,93,12,1,20
2011-05-16,Spring,6,1,1,16,17,88,11,11,93
2011-05-16,Spring,7,1,1,16,17,83,19,27,245
2011-05-16,Spring,8,1,1,18,18,73,19,28,366
2011-05-16,Spring,9,1,1,20,22,69,12,38,156
2011-05-16,Spring,10,1,1,21,24,65,6,37,75
2011-05-16,Spring,11,1,1,22,24,56,0,56,129
2011-05-16,Spring,12,1,1,23,24,54,6,72,137
2011-05-16,Spring,13,1,1,23,26,51,0,61,153
2011-05-16,Spring,14,1,1,23,26,51,0,76,117
2011-05-16,Spring,15,1,1,25,28,51,0,55,110
2011-05-16,Spring,16,1,3,20,22,78,16,45,181
2011-05-16,Spring,17,1,1,19,20,88,15,47,227
2011-05-16,Spring,18,1,3,19,20,83,12,55,398
2011-05-16,Spring,19,1,1,19,20,83,16,36,272
2011-05-16,Spring,20,1,1,19,20,83,0,31,167
2011-05-16,Spring,21,1,1,19,20,83,0,28,149
2011-05-16,Spring,22,1,1,18,18,88,6,22,105
2011-05-16,Spring,23,1,1,18,18,88,6,18,39
2011-05-17,Spring,0,1,2,18,18,88,0,13,18
2011-05-17,Spring,1,1,3,18,18,88,0,7,6
2011-05-17,Spring,2,1,3,18,18,88,0,4,4
2011-05-17,Spring,3,1,3,17,18,94,16,1,3
2011-05-17,Spring,4,1,3,17,18,94,16,2,2
2011-05-17,Spring,5,1,3,16,17,94,16,0,22
2011-05-17,Spring,6,1,3,16,17,94,16,0,49
2011-05-17,Spring,7,1,2,16,17,94,16,13,138
2011-05-17,Spring,8,1,2,16,17,94,19,22,325
2011-05-17,Spring,9,1,2,17,18,88,16,17,190
2011-05-17,Spring,10,1,3,17,18,88,16,31,73
2011-05-17,Spring,11,1,2,18,18,83,27,26,104
2011-05-17,Spring,12,1,3,18,18,83,27,38,115
2011-05-17,Spring,13,1,2,18,18,88,22,31,141
2011-05-17,Spring,14,1,1,21,22,73,31,61,123
2011-05-17,Spring,15,1,1,21,24,69,30,79,131
2011-05-17,Spring,16,1,1,21,24,61,22,73,217
2011-05-17,Spring,17,1,1,21,24,65,27,83,521
2011-05-17,Spring,18,1,1,20,22,69,19,54,426
2011-05-17,Spring,19,1,1,20,22,69,16,51,298
2011-05-17,Spring,20,1,1,19,20,83,27,30,253
2011-05-17,Spring,21,1,1,17,18,88,16,23,151
2011-05-17,Spring,22,1,2,17,18,88,19,12,86
2011-05-17,Spring,23,1,2,17,18,88,16,7,49
2011-05-18,Spring,0,1,2,17,18,88,15,8,15
2011-05-18,Spring,1,1,2,17,18,88,16,3,9
2011-05-18,Spring,2,1,3,16,17,94,15,1,5
2011-05-18,Spring,3,1,3,16,17,94,19,6,3
2011-05-18,Spring,4,1,3,16,17,94,19,1,2
2011-05-18,Spring,5,1,1,16,17,100,15,0,9
2011-05-18,Spring,6,1,1,16,17,100,8,2,99
2011-05-18,Spring,7,1,1,17,18,88,12,14,260
2011-05-18,Spring,8,1,1,18,18,88,19,25,428
2011-05-18,Spring,9,1,3,18,18,83,16,26,176
2011-05-18,Spring,10,1,3,17,18,88,19,33,73
2011-05-18,Spring,11,1,2,17,18,94,6,6,17
2011-05-18,Spring,12,1,1,18,18,94,19,12,42
2011-05-18,Spring,13,1,2,18,18,83,22,30,92
2011-05-18,Spring,14,1,2,19,20,78,19,44,94
2011-05-18,Spring,15,1,1,20,22,78,16,34,133
2011-05-18,Spring,16,1,1,20,22,73,12,53,241
2011-05-18,Spring,17,1,1,20,22,69,8,78,487
2011-05-18,Spring,18,1,1,20,22,73,15,58,431
2011-05-18,Spring,19,1,3,18,18,88,8,43,288
2011-05-18,Spring,20,1,3,18,18,88,8,24,189
2011-05-18,Spring,21,1,1,16,17,88,0,11,74
2011-05-18,Spring,22,1,1,16,17,83,0,14,103
2011-05-18,Spring,23,1,1,16,17,94,6,10,49
2011-05-19,Spring,0,1,1,16,17,94,7,6,23
2011-05-19,Spring,1,1,1,15,15,94,0,2,4
2011-05-19,Spring,2,1,1,15,15,94,0,3,12
